id,subject,body,label,email_text
94,Password Expiry Notice - Reset Now to Avoid Lockout,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://paypal-update-info.net/confirm",phishing,"Password Expiry Notice - Reset Now to Avoid Lockout Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://paypal-update-info.net/confirm"
95,Immediate Action Needed: Tax Refund Pending,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://paypal-update-info.net/confirm, or your subscription will be cancelled.",phishing,"Immediate Action Needed: Tax Refund Pending We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://paypal-update-info.net/confirm, or your subscription will be cancelled."
96,Your Netflix Subscription Payment Failed,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://paypal-update-info.net/confirm by end of day.",phishing,"Your Netflix Subscription Payment Failed As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://paypal-update-info.net/confirm by end of day."
97,Urgent: Your Account Will Be Suspended,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://irs-refund-claim.online/verify and login with your credentials to upgrade your storage now.,phishing,Urgent: Your Account Will Be Suspended This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://irs-refund-claim.online/verify and login with your credentials to upgrade your storage now.
98,Your Amazon Order Could Not Be Processed,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://netflix-billing-update.xyz/pay",phishing,"Your Amazon Order Could Not Be Processed Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://netflix-billing-update.xyz/pay"
99,Your Amazon Order Could Not Be Processed,Your Apple ID has been locked for security reasons. Click http://apple-id-unlock.co/signin and sign in with your Apple ID and password to unlock your account instantly.,phishing,Your Amazon Order Could Not Be Processed Your Apple ID has been locked for security reasons. Click http://apple-id-unlock.co/signin and sign in with your Apple ID and password to unlock your account instantly.
100,HR Notice: Update Your Payroll Details Immediately,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://irs-refund-claim.online/verify",phishing,"HR Notice: Update Your Payroll Details Immediately Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://irs-refund-claim.online/verify"
101,You've Won a $1000 Gift Card - Claim Now!,"Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://bankofamerica-alert.info/verify to release your package.",phishing,"You've Won a $1000 Gift Card - Claim Now! Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://bankofamerica-alert.info/verify to release your package."
102,Project Status Update - Q3 Report,Your monthly account statement is now available in your online banking portal under the statements section.,legitimate,Project Status Update - Q3 Report Your monthly account statement is now available in your online banking portal under the statements section.
103,Welcome to the Team!,Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.,legitimate,Welcome to the Team! Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.
104,Lunch this Friday?,Please find attached invoice #5106 for services rendered last month. Let us know if you have any questions regarding the charges.,legitimate,Lunch this Friday? Please find attached invoice #5106 for services rendered last month. Let us know if you have any questions regarding the charges.
105,Your Order Has Shipped,This is a friendly reminder to submit your timesheet for this week by end of day. Let HR know if you run into any issues with the portal.,legitimate,Your Order Has Shipped This is a friendly reminder to submit your timesheet for this week by end of day. Let HR know if you run into any issues with the portal.
106,HR Notice: Update Your Payroll Details Immediately,Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://bankofamerica-alert.info/verify to restore access.,phishing,HR Notice: Update Your Payroll Details Immediately Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://bankofamerica-alert.info/verify to restore access.
107,Reminder: Doctor's Appointment on Monday,Please find attached invoice #1588 for services rendered last month. Let us know if you have any questions regarding the charges.,legitimate,Reminder: Doctor's Appointment on Monday Please find attached invoice #1588 for services rendered last month. Let us know if you have any questions regarding the charges.
108,Congratulations on Your Promotion,Please find attached invoice #2864 for services rendered last month. Let us know if you have any questions regarding the charges.,legitimate,Congratulations on Your Promotion Please find attached invoice #2864 for services rendered last month. Let us know if you have any questions regarding the charges.
109,Welcome to the Team!,"Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown.",legitimate,"Welcome to the Team! Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown."
110,Action Required: Verify Your Bank Account Now,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://paypal-update-info.net/confirm by end of day.",phishing,"Action Required: Verify Your Bank Account Now As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://paypal-update-info.net/confirm by end of day."
111,Urgent: Your Account Will Be Suspended,Your Apple ID has been locked for security reasons. Click http://netflix-billing-update.xyz/pay and sign in with your Apple ID and password to unlock your account instantly.,phishing,Urgent: Your Account Will Be Suspended Your Apple ID has been locked for security reasons. Click http://netflix-billing-update.xyz/pay and sign in with your Apple ID and password to unlock your account instantly.
112,Notes from Today's Standup Meeting,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Notes from Today's Standup Meeting Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
113,Your Invoice is Overdue - Pay Immediately,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://apple-id-unlock.co/signin immediately and enter your password to secure your account.",phishing,"Your Invoice is Overdue - Pay Immediately Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://apple-id-unlock.co/signin immediately and enter your password to secure your account."
114,Congratulations on Your Promotion,"Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached.",legitimate,"Congratulations on Your Promotion Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached."
115,Password Expiry Notice - Reset Now to Avoid Lockout,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://secure-verify-account.com/login by end of day.",phishing,"Password Expiry Notice - Reset Now to Avoid Lockout As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://secure-verify-account.com/login by end of day."
116,Your Netflix Subscription Payment Failed,Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://paypal-update-info.net/confirm to restore access.,phishing,Your Netflix Subscription Payment Failed Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://paypal-update-info.net/confirm to restore access.
117,Action Required: Verify Your Bank Account Now,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://irs-refund-claim.online/verify and login with your credentials to upgrade your storage now.,phishing,Action Required: Verify Your Bank Account Now This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://irs-refund-claim.online/verify and login with your credentials to upgrade your storage now.
118,Immediate Action Needed: Tax Refund Pending,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://netflix-billing-update.xyz/pay to receive the funds today.,phishing,Immediate Action Needed: Tax Refund Pending Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://netflix-billing-update.xyz/pay to receive the funds today.
119,Your Amazon Order Could Not Be Processed,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://paypal-update-info.net/confirm",phishing,"Your Amazon Order Could Not Be Processed Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://paypal-update-info.net/confirm"
120,HR Notice: Update Your Payroll Details Immediately,"Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://paypal-update-info.net/confirm to release your package.",phishing,"HR Notice: Update Your Payroll Details Immediately Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://paypal-update-info.net/confirm to release your package."
121,Feedback on the Design Draft,This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.,legitimate,Feedback on the Design Draft This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.
122,HR Notice: Update Your Payroll Details Immediately,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://amazon-order-issue.support/reactivate immediately and enter your password to secure your account.",phishing,"HR Notice: Update Your Payroll Details Immediately Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://amazon-order-issue.support/reactivate immediately and enter your password to secure your account."
123,Your Order Has Shipped,Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.,legitimate,Your Order Has Shipped Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.
124,Welcome to the Team!,Please find attached invoice #8245 for services rendered last month. Let us know if you have any questions regarding the charges.,legitimate,Welcome to the Team! Please find attached invoice #8245 for services rendered last month. Let us know if you have any questions regarding the charges.
125,Your Apple ID Has Been Locked,Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://netflix-billing-update.xyz/pay to restore access.,phishing,Your Apple ID Has Been Locked Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://netflix-billing-update.xyz/pay to restore access.
126,Security Alert: Unusual Sign-in Activity Detected,Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://apple-id-unlock.co/signin to restore access.,phishing,Security Alert: Unusual Sign-in Activity Detected Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://apple-id-unlock.co/signin to restore access.
127,Welcome to the Team!,Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.,legitimate,Welcome to the Team! Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.
128,Reminder: Doctor's Appointment on Monday,"Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions.",legitimate,"Reminder: Doctor's Appointment on Monday Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions."
129,Security Alert: Unusual Sign-in Activity Detected,Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://irs-refund-claim.online/verify to restore access.,phishing,Security Alert: Unusual Sign-in Activity Detected Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://irs-refund-claim.online/verify to restore access.
130,Project Status Update - Q3 Report,"Hi, your recent order #1339 has shipped and is expected to arrive within 3-5 business days. You can track it using the tracking number provided in your account.",legitimate,"Project Status Update - Q3 Report Hi, your recent order #1339 has shipped and is expected to arrive within 3-5 business days. You can track it using the tracking number provided in your account."
131,Reminder: Submit Timesheet by EOD,"Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions.",legitimate,"Reminder: Submit Timesheet by EOD Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions."
132,Urgent: Your Account Will Be Suspended,"Congratulations! Your email has been randomly selected to win a Free iPhone 15. To claim your reward, please provide your bank details and click here: http://bankofamerica-alert.info/verify",phishing,"Urgent: Your Account Will Be Suspended Congratulations! Your email has been randomly selected to win a Free iPhone 15. To claim your reward, please provide your bank details and click here: http://bankofamerica-alert.info/verify"
133,Thanks for Attending Our Webinar,Your monthly account statement is now available in your online banking portal under the statements section.,legitimate,Thanks for Attending Our Webinar Your monthly account statement is now available in your online banking portal under the statements section.
134,Your Invoice is Overdue - Pay Immediately,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day.",phishing,"Your Invoice is Overdue - Pay Immediately As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day."
135,Your Package Could Not Be Delivered - Confirm Address,"Congratulations! Your email has been randomly selected to win a $1000 Walmart Gift Card. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin",phishing,"Your Package Could Not Be Delivered - Confirm Address Congratulations! Your email has been randomly selected to win a $1000 Walmart Gift Card. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin"
136,Final Notice: Update Your Payment Information,Your Apple ID has been locked for security reasons. Click http://netflix-billing-update.xyz/pay and sign in with your Apple ID and password to unlock your account instantly.,phishing,Final Notice: Update Your Payment Information Your Apple ID has been locked for security reasons. Click http://netflix-billing-update.xyz/pay and sign in with your Apple ID and password to unlock your account instantly.
137,Feedback on the Design Draft,"Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached.",legitimate,"Feedback on the Design Draft Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached."
138,Congratulations! You Are Selected for a Cash Prize,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://netflix-billing-update.xyz/pay",phishing,"Congratulations! You Are Selected for a Cash Prize Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://netflix-billing-update.xyz/pay"
139,Reminder: Doctor's Appointment on Monday,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Reminder: Doctor's Appointment on Monday Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
140,Your Package Could Not Be Delivered - Confirm Address,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://secure-verify-account.com/login immediately and enter your password to secure your account.",phishing,"Your Package Could Not Be Delivered - Confirm Address Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://secure-verify-account.com/login immediately and enter your password to secure your account."
141,Reminder: Doctor's Appointment on Monday,Your monthly account statement is now available in your online banking portal under the statements section.,legitimate,Reminder: Doctor's Appointment on Monday Your monthly account statement is now available in your online banking portal under the statements section.
142,Action Required: Verify Your Bank Account Now,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://netflix-billing-update.xyz/pay immediately and enter your password to secure your account.",phishing,"Action Required: Verify Your Bank Account Now Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://netflix-billing-update.xyz/pay immediately and enter your password to secure your account."
143,Password Expiry Notice - Reset Now to Avoid Lockout,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://irs-refund-claim.online/verify",phishing,"Password Expiry Notice - Reset Now to Avoid Lockout Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://irs-refund-claim.online/verify"
144,HR Notice: Update Your Payroll Details Immediately,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://bankofamerica-alert.info/verify and login with your credentials to upgrade your storage now.,phishing,HR Notice: Update Your Payroll Details Immediately This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://bankofamerica-alert.info/verify and login with your credentials to upgrade your storage now.
145,Your Netflix Subscription Payment Failed,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://bankofamerica-alert.info/verify",phishing,"Your Netflix Subscription Payment Failed Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://bankofamerica-alert.info/verify"
146,IMPORTANT: Your PayPal Account Has Been Limited,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://bankofamerica-alert.info/verify to receive the funds today.,phishing,IMPORTANT: Your PayPal Account Has Been Limited Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://bankofamerica-alert.info/verify to receive the funds today.
147,Security Alert: Unusual Sign-in Activity Detected,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://amazon-order-issue.support/reactivate immediately and enter your password to secure your account.",phishing,"Security Alert: Unusual Sign-in Activity Detected Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://amazon-order-issue.support/reactivate immediately and enter your password to secure your account."
148,Project Status Update - Q3 Report,Please find attached invoice #8486 for services rendered last month. Let us know if you have any questions regarding the charges.,legitimate,Project Status Update - Q3 Report Please find attached invoice #8486 for services rendered last month. Let us know if you have any questions regarding the charges.
149,Reminder: Submit Timesheet by EOD,Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.,legitimate,Reminder: Submit Timesheet by EOD Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.
150,Action Required: Verify Your Bank Account Now,"Congratulations! Your email has been randomly selected to win a $1000 Walmart Gift Card. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin",phishing,"Action Required: Verify Your Bank Account Now Congratulations! Your email has been randomly selected to win a $1000 Walmart Gift Card. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin"
151,Monthly Statement Now Available,This is a friendly reminder to submit your timesheet for this week by end of day. Let HR know if you run into any issues with the portal.,legitimate,Monthly Statement Now Available This is a friendly reminder to submit your timesheet for this week by end of day. Let HR know if you run into any issues with the portal.
152,Congratulations! You Are Selected for a Cash Prize,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://irs-refund-claim.online/verify",phishing,"Congratulations! You Are Selected for a Cash Prize Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://irs-refund-claim.online/verify"
153,Urgent: Your Account Will Be Suspended,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://secure-verify-account.com/login by end of day.",phishing,"Urgent: Your Account Will Be Suspended As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://secure-verify-account.com/login by end of day."
154,Your Package Could Not Be Delivered - Confirm Address,Your Apple ID has been locked for security reasons. Click http://bankofamerica-alert.info/verify and sign in with your Apple ID and password to unlock your account instantly.,phishing,Your Package Could Not Be Delivered - Confirm Address Your Apple ID has been locked for security reasons. Click http://bankofamerica-alert.info/verify and sign in with your Apple ID and password to unlock your account instantly.
155,Your Flight Itinerary Confirmation,"Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions.",legitimate,"Your Flight Itinerary Confirmation Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions."
156,Feedback on the Design Draft,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Feedback on the Design Draft Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
157,Your Order Has Shipped,This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.,legitimate,Your Order Has Shipped This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.
158,Meeting Rescheduled to 3 PM Tomorrow,"Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions.",legitimate,"Meeting Rescheduled to 3 PM Tomorrow Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions."
159,Your Flight Itinerary Confirmation,Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.,legitimate,Your Flight Itinerary Confirmation Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.
160,Congratulations! You Are Selected for a Cash Prize,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://amazon-order-issue.support/reactivate and login with your credentials to upgrade your storage now.,phishing,Congratulations! You Are Selected for a Cash Prize This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://amazon-order-issue.support/reactivate and login with your credentials to upgrade your storage now.
161,You've Won a $1000 Gift Card - Claim Now!,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://paypal-update-info.net/confirm immediately and enter your password to secure your account.",phishing,"You've Won a $1000 Gift Card - Claim Now! Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://paypal-update-info.net/confirm immediately and enter your password to secure your account."
162,Your Apple ID Has Been Locked,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://apple-id-unlock.co/signin immediately and enter your password to secure your account.",phishing,"Your Apple ID Has Been Locked Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://apple-id-unlock.co/signin immediately and enter your password to secure your account."
163,You've Won a $1000 Gift Card - Claim Now!,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://paypal-update-info.net/confirm and login with your credentials to upgrade your storage now.,phishing,You've Won a $1000 Gift Card - Claim Now! This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://paypal-update-info.net/confirm and login with your credentials to upgrade your storage now.
164,Your Amazon Order Could Not Be Processed,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://netflix-billing-update.xyz/pay by end of day.",phishing,"Your Amazon Order Could Not Be Processed As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://netflix-billing-update.xyz/pay by end of day."
165,Security Alert: Unusual Sign-in Activity Detected,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://apple-id-unlock.co/signin by end of day.",phishing,"Security Alert: Unusual Sign-in Activity Detected As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://apple-id-unlock.co/signin by end of day."
166,Urgent: Your Account Will Be Suspended,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://secure-verify-account.com/login to receive the funds today.,phishing,Urgent: Your Account Will Be Suspended Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://secure-verify-account.com/login to receive the funds today.
167,Your Package Could Not Be Delivered - Confirm Address,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://amazon-order-issue.support/reactivate, or your subscription will be cancelled.",phishing,"Your Package Could Not Be Delivered - Confirm Address We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://amazon-order-issue.support/reactivate, or your subscription will be cancelled."
168,Your Invoice is Overdue - Pay Immediately,Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://irs-refund-claim.online/verify to restore access.,phishing,Your Invoice is Overdue - Pay Immediately Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://irs-refund-claim.online/verify to restore access.
169,Your Flight Itinerary Confirmation,This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.,legitimate,Your Flight Itinerary Confirmation This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.
170,Your Apple ID Has Been Locked,"Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://paypal-update-info.net/confirm to release your package.",phishing,"Your Apple ID Has Been Locked Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://paypal-update-info.net/confirm to release your package."
171,Urgent: Your Account Will Be Suspended,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://bankofamerica-alert.info/verify and login with your credentials to upgrade your storage now.,phishing,Urgent: Your Account Will Be Suspended This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://bankofamerica-alert.info/verify and login with your credentials to upgrade your storage now.
172,HR Notice: Update Your Payroll Details Immediately,"Congratulations! Your email has been randomly selected to win a Free iPhone 15. To claim your reward, please provide your bank details and click here: http://paypal-update-info.net/confirm",phishing,"HR Notice: Update Your Payroll Details Immediately Congratulations! Your email has been randomly selected to win a Free iPhone 15. To claim your reward, please provide your bank details and click here: http://paypal-update-info.net/confirm"
173,Password Expiry Notice - Reset Now to Avoid Lockout,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://paypal-update-info.net/confirm by end of day.",phishing,"Password Expiry Notice - Reset Now to Avoid Lockout As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://paypal-update-info.net/confirm by end of day."
174,Immediate Action Needed: Tax Refund Pending,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day.",phishing,"Immediate Action Needed: Tax Refund Pending As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day."
175,Immediate Action Needed: Tax Refund Pending,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://amazon-order-issue.support/reactivate by end of day.",phishing,"Immediate Action Needed: Tax Refund Pending As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://amazon-order-issue.support/reactivate by end of day."
176,Final Notice: Update Your Payment Information,Your Apple ID has been locked for security reasons. Click http://paypal-update-info.net/confirm and sign in with your Apple ID and password to unlock your account instantly.,phishing,Final Notice: Update Your Payment Information Your Apple ID has been locked for security reasons. Click http://paypal-update-info.net/confirm and sign in with your Apple ID and password to unlock your account instantly.
177,Urgent: Your Account Will Be Suspended,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://netflix-billing-update.xyz/pay to receive the funds today.,phishing,Urgent: Your Account Will Be Suspended Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://netflix-billing-update.xyz/pay to receive the funds today.
178,Your Flight Itinerary Confirmation,"Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions.",legitimate,"Your Flight Itinerary Confirmation Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions."
179,Urgent: Your Account Will Be Suspended,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://amazon-order-issue.support/reactivate",phishing,"Urgent: Your Account Will Be Suspended Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://amazon-order-issue.support/reactivate"
180,Action Required: Verify Your Bank Account Now,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://amazon-order-issue.support/reactivate",phishing,"Action Required: Verify Your Bank Account Now Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://amazon-order-issue.support/reactivate"
181,Reminder: Doctor's Appointment on Monday,Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.,legitimate,Reminder: Doctor's Appointment on Monday Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.
182,Invoice #4521 Attached,Please find attached invoice #4176 for services rendered last month. Let us know if you have any questions regarding the charges.,legitimate,Invoice #4521 Attached Please find attached invoice #4176 for services rendered last month. Let us know if you have any questions regarding the charges.
183,Your Netflix Subscription Payment Failed,"Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://netflix-billing-update.xyz/pay to release your package.",phishing,"Your Netflix Subscription Payment Failed Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://netflix-billing-update.xyz/pay to release your package."
184,Your Amazon Order Could Not Be Processed,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://apple-id-unlock.co/signin by end of day.",phishing,"Your Amazon Order Could Not Be Processed As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://apple-id-unlock.co/signin by end of day."
185,Your Netflix Subscription Payment Failed,Your Apple ID has been locked for security reasons. Click http://bankofamerica-alert.info/verify and sign in with your Apple ID and password to unlock your account instantly.,phishing,Your Netflix Subscription Payment Failed Your Apple ID has been locked for security reasons. Click http://bankofamerica-alert.info/verify and sign in with your Apple ID and password to unlock your account instantly.
186,Security Alert: Unusual Sign-in Activity Detected,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://apple-id-unlock.co/signin, or your subscription will be cancelled.",phishing,"Security Alert: Unusual Sign-in Activity Detected We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://apple-id-unlock.co/signin, or your subscription will be cancelled."
